,SDS_CODE,SDS_KT,SDS_NR,SDS_NAME,BFS_CODE,COORD_X,COORD_Y,LAT,LONG,POPS2018,1022_sechs,1045_Donnstig,1054_1055_Rucken,1074_Kase,1095_Schnee,1105_Eis,1107_Mause,1160_Apfel,2027_Besen,2097_trinken,2147_folgen,3008_gelaufen,3056_gehen_1sg,4071_Schluckauf
1,AG1,AG,1,Magden,4253,628200,264100,47.52703,7.81309,3914,c_ä_übof,c_o,c_u,,c_e_geschl / c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
2,AG2,AG,2,Mohlin,4254,630600,267500,47.5575,7.84519,11043,c_ä_übof,c_o,c_u,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
3,AG3,AG,3,Obermumpf,4256,637600,264400,47.52926,7.93793,1074,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
4,AG4,AG,4,Wegenstetten,4262,637300,260900,47.4978,7.93365,1066,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
5,AG5,AG,5,Schupfart,4259,639700,262700,47.51384,7.96566,808,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
6,AG6,AG,6,Frick,4163,643900,262000,47.50728,8.02135,5564,c_è_neutr / c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
7,AG7,AG,7,Kaisten,4169,645600,265600,47.53954,8.04428,2670,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
8,AG8,AG,8,Elfingen,4097,649800,262000,47.50686,8.09966,300,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_glugg / c_higg
9,AG9,AG,9,Gansingen,4164,652400,266000,47.54263,8.13464,1034,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
10,AG10,AG,10,Wil,4180,653700,268000,47.56052,8.15214,674,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
11,AG11,AG,11,Leibstadt,4311,655400,271200,47.58915,8.17513,1325,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
12,AG12,AG,12,Villigen,4121,658500,264200,47.52593,8.21542,2127,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
13,AG13,AG,13,Bottstein,4303,658800,267700,47.55738,8.21986,3952,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
14,AG14,AG,14,Wurenlingen,4047,661700,264800,47.53103,8.25799,4702,c_ä_übof,c_o,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,
15,AG15,AG,15,Grossdottingen,4304,661700,269100,47.5697,8.25858,4059,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
16,AG16,AG,16,Zurzach,4323,664500,271000,47.58652,8.29607,4343,c_ä_übof,c_o,c_u,c_e_geschl / c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gang,c_higg
17,AG17,AG,17,Baldingen,4301,666000,267500,47.5549,8.31549,265,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gang,c_higg
18,AG18,AG,18,Unterlengnau,4312,667100,263700,47.52061,8.32953,2744,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
19,AG19,AG,19,Oberehrendingen,4049,668700,261600,47.50156,8.35044,4823,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gaa,c_higg
20,AG20,AG,20,Siglistorf,4319,670900,266500,47.54539,8.38042,641,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
21,AG21,AG,21,Kaiserstuhl_Fisibach,4308,673700,269100,47.56847,8.41804,434,c_è_neutr,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
22,AG22,AG,22,Wittnau,4181,640400,258900,47.47963,7.97461,1309,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang / c_gaa,c_glugg
23,AG23,AG,23,Oberhof,4173,642800,255500,47.44889,8.00612,606,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg / c_higg
24,AG24,AG,24,Kuttigen,4008,646000,251800,47.4154,8.04817,6182,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
25,AG25,AG,25,Herznach,4166,646300,258100,47.47204,8.0528,1545,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
26,AG26,AG,26,Densburen,4004,646300,256100,47.45405,8.05259,730,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_glugg
27,AG27,AG,27,Thalheim,4117,650000,254200,47.4367,8.10144,831,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_glugg / c_higg
28,AG28,AG,28,Lupfig,4104,657700,254800,47.44146,8.20358,3113,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
29,AG29,AG,29,Brugg,4095,657900,259400,47.48281,8.20683,11179,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg / c_higg
30,AG30,AG,30,Birmenstorf,4024,661000,257100,47.46185,8.24764,2991,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
31,AG31,AG,31,Niederrohrdorf,4035,665400,252900,47.42365,8.30537,4105,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
32,AG32,AG,32,Wurenlos,4048,669800,255100,47.44299,8.36403,6484,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang / c_gaa,c_higg
33,AG33,AG,33,Spreitenbach,4040,669900,252300,47.4178,8.36491,11881,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gaa,c_higg
34,AG34,AG,34,Aarau,4001,645800,249000,47.39023,8.04523,21506,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe,c_goo,c_higg
35,AG35,AG,35,Muhen,4009,646500,243400,47.33982,8.05392,3878,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe / c_gloffe,c_goo,c_higg
36,AG36,AG,36,Granichen,4006,650000,245400,47.35755,8.10045,7735,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe,c_goo,c_higg
37,AG37,AG,37,Teufenthal,4145,651300,242200,47.32867,8.11729,1672,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe,c_goo,c_higg
38,AG38,AG,38,Lenzburg,4201,655500,249000,47.38949,8.1737,10574,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
39,AG39,AG,39,Egliswil,4195,656600,244600,47.34982,8.18771,1456,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
40,AG40,AG,40,Seengen,4208,658000,241800,47.32452,8.20587,3996,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
41,AG41,AG,41,Hagglingen,4068,661600,248800,47.38715,8.25445,2422,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
42,AG42,AG,42,Kunten,4031,667300,249100,47.38929,8.32998,1750,c_ä_übof,c_u,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
43,AG43,AG,43,Bremgarten_Widen_Zufikon,4063,668400,244800,47.3505,8.34389,7946,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
44,AG44,AG,44,Riken,4279,631500,235300,47.26785,7.85488,2985,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
45,AG45,AG,45,Aarburg,4271,634900,241100,47.31985,7.90026,8197,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
46,AG46,AG,46,Brittnau,4274,638500,234300,47.25848,7.94729,3954,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
47,AG47,AG,47,Zofingen,4289,638300,237700,47.28908,7.94494,11656,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
48,AG48,AG,48,Safenwil,4283,641200,241300,47.32128,7.9836,3842,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
49,AG49,AG,49,Reitnau,4281,645900,233400,47.24992,8.04496,1243,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
50,AG50,AG,50,Schoftland,4144,646300,239500,47.30475,8.05087,4393,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
51,AG51,AG,51,Kirchleerau,4275,647600,236300,47.27588,8.06772,863,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
52,AG52,AG,52,Schmiedrued,4143,650600,234900,47.26307,8.10721,1169,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
53,AG53,AG,53,Zetzwil,4147,653800,237400,47.2853,8.14979,1304,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe / c_gloffe,c_goo,c_higg
54,AG54,AG,54,Menziken,4139,656700,232700,47.24278,8.18753,6334,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_higg
55,AG55,AG,55,Birrwil,4132,657300,238000,47.2904,8.19613,1167,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe,c_goo,c_higg
56,AG56,AG,56,Fahrwangen,4196,660800,238500,47.29458,8.24246,2137,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
57,AG57,AG,57,Boswil,4228,666100,239200,47.30037,8.31263,2838,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
58,AG58,AG,58,Unterlunkhofen,4079,671300,241600,47.32141,8.38176,1415,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
59,AG59,AG,59,Merenschwand,4234,670800,234800,47.26031,8.37408,3549,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
60,AG60,AG,60,Auw,4223,670200,229300,47.21091,8.36529,2157,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_higg
61,AG61,AG,61,Dietwil,4231,672300,222300,47.14772,8.39189,1336,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe / c_gloffe,c_goo,c_higg
62,AP1,AP,1,Herisau,3001,738700,250300,47.38892,9.27575,15745,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e / c_ö,c_kurz,c_nk,c_l,c_glaufe / c_gloffe,c_goo,c_higg
63,AP2,AP,2,Waldstatt,3007,739500,246700,47.35638,9.28522,1870,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,c_glaufe,c_goo,c_higg
64,AP3,AP,3,Urnasch,3006,739600,242400,47.31769,9.28521,2303,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,NA,c_goo,c_higg
65,AP4,AP,4,Teufen,3024,747100,250700,47.39069,9.3871,6265,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,c_glaufe,c_goo,c_higg
66,AP5,AP,5,Gais,3022,752200,247700,47.36256,9.45361,3091,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,c_glaufe,c_goo,c_glugg / c_higg
67,AP6,AP,6,Trogen,3025,752900,252800,47.40825,9.46461,1735,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,c_glaufe,c_goo,c_higg
68,AP7,AP,7,Heiden,3032,757900,258000,47.45382,9.53267,4162,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
69,AP8,AP,8,Walzenhausen,3037,762500,258700,47.459,9.5939,1971,c_è_neutr,c_o,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
70,AP9,AP,9,Oberegg,3111,759400,254600,47.42289,9.55134,1916,c_è_neutr,NA,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_goo,c_higg
71,AP10,AP,10,Haslen,3104,745700,248300,47.36942,9.36778,1128,c_è_neutr,NA,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,c_glaufe,c_goo,c_glugg / c_higg
72,AP11,AP,11,Appenzell,3101,749000,244100,47.33092,9.41006,5795,NA,NA,c_u,NA,c_e_geschl,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,c_glaufe,c_goo,NA
73,AP12,AP,12,Brulisau,3103,752800,241300,47.30487,9.45936,3648,c_è_neutr,NA,c_u,c_ä_übof,c_e_geschl / c_ei,c_ii,c_üü,c_e,c_kurz,c_nk,c_l,NA,c_goo,c_glugg
74,BA1,BA,1,Basel,2701,611300,267600,47.55902,7.58877,172258,c_ä_übof,c_o,c_u,c_ä_übof,c_e_geschl / c_e_neutr,c_ii,c_üü,c_e / c_ö,c_lang,c_ngg,c_l,c_gloffe,c_gang,c_glugg
75,BA2,BA,2,Bettingen,2702,617100,268900,47.57058,7.66588,1169,,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
76,BA3,BA,3,Schonenbuch,2774,604700,265200,47.53751,7.50106,1396,c_ä_übof,c_u,c_ü,c_è_neutr,c_e_geschl,c_ii,c_üü,c_e,c_lang,c_ngg,c_l,NA,c_gang,c_glugg
77,BA4,BA,4,Benken,2764,606700,261800,47.50691,7.52757,3414,c_ä_übof,c_o,c_u,c_è_neutr,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_ngg,c_l,c_gloffe,c_gang,c_glugg
78,BA5,BA,5,Ettingen,2768,608000,258900,47.48082,7.54477,5267,c_ä_übof,c_u,c_i,c_e_geschl,c_e_geschl,c_ii,c_üü,c_e,c_lang,c_ngg,c_l,c_gluffe,NA,c_glugg
79,BA6,BA,6,Therwil,2775,608700,260900,47.4988,7.5541,9867,c_ä_übof,c_u,c_i,c_e_geschl,c_e_geschl,c_ii,c_üü,c_e,c_lang,c_ngg,c_l,c_gluffe,c_gang,c_glugg
80,BA7,BA,7,Aesch,2761,611900,257500,47.46817,7.59647,10352,c_ä_übof,c_o,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_ngg,c_l,NA,c_gang,c_glugg
81,BA8,BA,8,Arlesheim,2763,613700,260400,47.49421,7.62044,9129,c_e_geschl,c_u,c_i,c_e_geschl,c_e_geschl,c_ii,c_üü,c_e,c_lang,c_ngg,c_l,c_gloffe / c_gluffe,c_gang,c_glugg
82,BA9,BA,9,Pratteln,2831,619300,263400,47.52106,7.69488,16626,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
83,BA10,BA,10,Arisdorf,2821,624600,262300,47.51099,7.76519,1639,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
84,BA11,BA,11,Wintersingen,2866,629100,260400,47.49371,7.8248,620,c_ä_übof,c_o,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
85,BA12,BA,12,Maisprach,2853,630700,263800,47.52422,7.84626,922,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
86,BA13,BA,13,Ziefen,2834,620300,253400,47.43109,7.7077,1589,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang / c_goo,c_glugg
87,BA14,BA,14,Liestal,2829,622300,259400,47.48499,7.73451,14390,c_ä_übof,c_o,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
88,BA15,BA,15,Bubendorf,2823,622500,255300,47.4481,7.73696,4390,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
89,BA16,BA,16,Holstein,2886,625000,252700,47.42463,7.76996,2528,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
90,BA17,BA,17,Zunzgen,2869,627800,255400,47.4488,7.80723,2561,c_ä_übof,NA,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang,c_glugg
91,BA18,BA,18,Buckten,2843,630700,251100,47.41,7.84539,698,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
92,BA19,BA,19,Gelterkinden,2846,631400,257100,47.46393,7.85508,6200,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gang / c_goo,c_glugg
93,BA20,BA,20,Zeglingen,2868,635200,251900,47.41697,7.90507,508,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
94,BA21,BA,21,Wenslingen,2865,635600,254400,47.43943,7.91057,722,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
95,BA22,BA,22,Rothenfluh,2858,635900,256700,47.4601,7.91473,766,c_ä_übof,c_u,c_u,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
96,BA23,BA,23,Reigoldswil,2893,619100,249600,47.39694,7.69164,1582,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
97,BA24,BA,24,Waldenburg,2895,623200,247900,47.38152,7.74585,1081,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
98,BA25,BA,25,Langenbruck,2888,624800,244300,47.34908,7.76684,958,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
99,BA26,BA,26,Eptingen,2885,628800,248400,47.3858,7.82004,529,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_goo,c_glugg
100,BE1,BE,1,Roggenburg,2790,592600,253700,47.43406,7.34055,276,c_ä_übof,c_u,c_i,c_è_neutr,c_e_geschl,c_ii,c_üü,c_e,c_lang,c_ngg,c_l,c_gluffe,c_gang,c_glugg
101,BE2,BE,2,Liesberg,2788,599300,250300,47.40352,7.42936,1129,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_e / c_ö,c_lang,c_ngg,c_l,c_gluffe,c_gang,c_glugg
102,BE3,BE,3,Laufen,2787,604700,252200,47.42059,7.50092,5619,c_ä_übof,c_u,c_ü,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_ngg,c_l,c_gluffe,c_gang,c_glugg
103,BE4,BE,4,Blauen,2781,606100,255500,47.45026,7.51952,691,c_ä_übof,c_u,c_i,c_e_geschl,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_ngg,c_l,c_gluffe,c_gang,c_glugg
104,BE5,BE,5,Wangen,992,616400,231500,47.23422,7.65521,2312,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_goo,c_glugg
105,BE6,BE,6,Wolfisberg,996,616900,235800,47.27288,7.66197,184,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe / c_glüffe,c_goo,c_glugg
106,BE7,BE,7,Rothenbach,986,618400,228300,47.20538,7.68149,0,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe / c_glüffe,c_goo,c_glugg
107,BE8,BE,8,Niederbipp,981,619500,235100,47.26651,7.6963,4715,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe / c_glüffe,c_goo,c_glugg
108,BE9,BE,9,Bleienbach,324,624100,226000,47.18451,7.7566,697,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_goo,c_glugg
109,BE10,BE,10,Aarwangen,321,625100,232200,47.24024,7.77014,4561,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_goo,c_glugg
110,BE11,BE,11,Langenthal,329,626400,229100,47.21231,7.78712,15624,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_goo,c_glugg
111,BE12,BE,12,Melchnau,333,631300,225800,47.18241,7.85158,1517,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe,c_gange / c_goo,c_glugg
112,BE13,BE,13,Ligerz,740,577100,214900,47.08471,7.13707,544,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_halblang / c_lang,c_nk,c_l,c_glüffe,c_gange,c_glugg
113,BE14,BE,14,Tuscherz,752,581600,218300,47.11544,7.19619,0,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_halblang / c_lang,c_nk,c_l,c_gluffe / c_glüffe,c_gange,c_glugg
114,BE15,BE,15,Biel,371,585500,221200,47.14162,7.24749,55159,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz / c_halblang / c_lang,c_nk,c_l,c_gloffe,c_gange,c_glugg
115,BE16,BE,16,Jens,738,586600,216300,47.09757,7.26213,659,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_u,c_glüffe,c_gange,c_glugg
